1:(3, 23, 5, 17, 6)
2:[6, 24, 0, 17, 7]
3:[7, 15, 34, 17, 1]
4:[7, 15, 34, 17, 1]
5:[27, 1, 21, 15, 5]
6:[27, 1, 21, 15, 5]
7:[27, 1, 21, 15, 5]
8:[15, 0, 12, 10, 10]
9:[15, 0, 12, 10, 10]
10:[15, 0, 12, 10, 10]
11:[15, 0, 12, 10, 10]
12:[15, 0, 12, 10, 10]
13:[15, 0, 12, 10, 10]
14:[15, 0, 12, 10, 10]
15:[15, 0, 12, 10, 10]
16:[15, 0, 12, 10, 10]
17:[15, 0, 12, 10, 10]
18:[15, 0, 12, 10, 10]
19:[15, 0, 12, 10, 10]
20:[15, 0, 12, 10, 10]
21:[15, 0, 12, 10, 10]
22:[15, 0, 12, 10, 10]
23:[15, 0, 12, 10, 10]
24:[15, 0, 12, 10, 10]
25:[15, 0, 12, 10, 10]
26:[15, 0, 12, 10, 10]
27:[15, 0, 12, 10, 10]
28:[15, 0, 12, 10, 10]
29:[15, 0, 12, 10, 10]
30:[15, 0, 12, 10, 10]
31:[15, 0, 12, 10, 10]
32:[15, 0, 12, 10, 10]
33:[15, 0, 12, 10, 10]
34:[15, 0, 12, 10, 10]
35:[15, 0, 12, 10, 10]
36:[15, 0, 12, 10, 10]
37:[15, 0, 12, 10, 10]
38:[15, 0, 12, 10, 10]
39:(1, 5, 18, 16, 6)
40:[1, 5, 18, 16, 6]
41:[1, 5, 18, 16, 6]
42:[1, 5, 18, 16, 6]
43:[1, 5, 18, 16, 6]
44:[1, 5, 18, 16, 6]
45:[1, 5, 18, 16, 6]
46:[1, 5, 18, 16, 6]
47:[1, 5, 18, 16, 6]
48:[1, 5, 18, 16, 6]
49:[1, 5, 18, 16, 6]
50:[1, 5, 18, 16, 6]
51:[1, 5, 18, 16, 6]
52:[1, 5, 18, 16, 6]
53:[1, 5, 18, 16, 6]
54:[1, 5, 18, 16, 6]
55:[1, 5, 18, 16, 6]
