1:(0, 6, 14, 6, 3)
2:[0, 8, 8, 10, 2]
3:[4, 11, 3, 7, 4]
4:[4, 3, 12, 3, 5]
5:[0, 8, 8, 10, 2]
6:[0, 7, 11, 7, 3]
7:[4, 1, 3, 7, 5]
8:[4, 1, 3, 7, 5]
9:[4, 1, 3, 7, 5]
10:[4, 1, 3, 7, 5]
11:[4, 1, 3, 7, 5]
12:[4, 1, 3, 7, 5]
13:[4, 0, 1, 10, 4]
14:[0, 1, 4, 7, 5]
15:[4, 4, 4, 6, 5]
16:[2, 6, 1, 7, 5]
17:[2, 5, 4, 6, 5]
18:[4, 0, 1, 10, 4]
19:[4, 0, 1, 10, 4]
20:[4, 1, 3, 9, 4]
21:[0, 3, 3, 7, 5]
22:[0, 3, 3, 7, 5]
23:[0, 4, 5, 6, 5]
24:[0, 1, 4, 7, 5]
25:[0, 1, 4, 7, 5]
26:[0, 0, 2, 10, 4]
27:[0, 0, 2, 10, 4]
28:[0, 0, 2, 10, 4]
29:[0, 0, 2, 10, 4]
30:[0, 0, 2, 10, 4]
31:[0, 0, 7, 6, 5]
32:[0, 0, 7, 6, 5]
33:[0, 0, 2, 8, 5]
34:[0, 0, 7, 6, 5]
35:[0, 0, 2, 8, 5]
36:[0, 0, 2, 8, 5]
37:[0, 0, 2, 8, 5]
38:[0, 0, 2, 8, 5]
39:[0, 0, 2, 8, 5]
40:[0, 0, 2, 8, 5]
41:[0, 0, 2, 8, 5]
42:[0, 0, 2, 10, 4]
43:[0, 0, 2, 8, 5]
44:[0, 2, 1, 8, 5]
45:[0, 1, 4, 7, 5]
46:[0, 1, 4, 7, 5]
47:[0, 1, 4, 7, 5]
48:[0, 0, 2, 8, 5]
49:[0, 0, 2, 8, 5]
50:[0, 1, 4, 7, 5]
51:[0, 1, 4, 7, 5]
52:[0, 0, 2, 8, 5]
53:[0, 0, 2, 8, 5]
54:[0, 1, 4, 7, 5]
55:[0, 0, 2, 8, 5]
56:[0, 1, 4, 7, 5]
57:[0, 1, 4, 7, 5]
58:[0, 1, 4, 7, 5]
59:[0, 1, 4, 9, 4]
60:[0, 0, 2, 8, 5]
61:[0, 1, 4, 9, 4]
62:[0, 1, 4, 9, 4]
63:[0, 1, 4, 9, 4]
64:[0, 1, 4, 9, 4]
65:[0, 1, 4, 9, 4]
66:[0, 1, 4, 9, 4]
67:[0, 1, 4, 9, 4]
68:[0, 1, 4, 9, 4]
69:[0, 1, 4, 9, 4]
70:[0, 1, 4, 9, 4]
71:[0, 1, 4, 9, 4]
72:[0, 1, 4, 9, 4]
73:[0, 1, 4, 9, 4]
74:[0, 1, 4, 9, 4]
75:[0, 1, 4, 9, 4]
76:[0, 1, 4, 9, 4]
77:[0, 1, 4, 9, 4]
78:[0, 1, 4, 9, 4]
79:[0, 1, 4, 9, 4]
80:[0, 1, 4, 9, 4]
81:[0, 1, 4, 9, 4]
82:[0, 1, 4, 9, 4]
83:[0, 1, 4, 9, 4]
84:[0, 1, 4, 9, 4]
85:[0, 1, 4, 9, 4]
86:[0, 1, 4, 9, 4]
87:[0, 1, 4, 9, 4]
88:[0, 1, 4, 9, 4]
89:[0, 1, 4, 9, 4]
90:[0, 1, 4, 9, 4]
91:[0, 1, 4, 9, 4]
92:[0, 1, 4, 9, 4]
93:[0, 1, 4, 9, 4]
94:[0, 1, 4, 9, 4]
95:[0, 1, 4, 9, 4]
96:[0, 1, 4, 9, 4]
97:[0, 1, 4, 9, 4]
98:[0, 1, 4, 9, 4]
99:[0, 1, 4, 9, 4]
100:[0, 1, 4, 9, 4]
101:[0, 1, 4, 9, 4]
102:[0, 1, 4, 9, 4]
103:[0, 1, 4, 9, 4]
104:[0, 1, 4, 9, 4]
105:[0, 1, 4, 9, 4]
106:[0, 1, 4, 9, 4]
107:[0, 1, 4, 9, 4]
108:[0, 1, 4, 9, 4]
109:[0, 1, 4, 9, 4]
110:[0, 1, 4, 9, 4]
111:[0, 1, 4, 9, 4]
112:[0, 1, 4, 9, 4]
113:[0, 1, 4, 9, 4]
114:[0, 1, 4, 9, 4]
115:[0, 1, 4, 9, 4]
116:[0, 1, 4, 9, 4]
117:[0, 1, 4, 9, 4]
118:[0, 1, 4, 9, 4]
119:[0, 1, 4, 9, 4]
120:[0, 1, 4, 9, 4]
121:[0, 1, 4, 9, 4]
122:[0, 1, 4, 9, 4]
123:[0, 1, 4, 9, 4]
124:[0, 1, 4, 9, 4]
125:[0, 1, 4, 9, 4]
126:[0, 1, 4, 9, 4]
127:[0, 1, 4, 9, 4]
128:[0, 1, 4, 9, 4]
129:[0, 1, 4, 9, 4]
130:[0, 1, 4, 9, 4]
131:[0, 1, 4, 9, 4]
132:[0, 1, 4, 9, 4]
133:[0, 1, 4, 9, 4]
134:[0, 1, 4, 9, 4]
135:[0, 1, 4, 9, 4]
